latitude,longitude,project,city,state,priinvest,pubinvest,totinvest,jobs,tech,company_name,category,public,private
42.47,-71.15,Grants for Updating Building Energy Codes,,Massachusetts,0,7500000,7500000,0,Other,"NORTHEAST ENERGY EFFICIENCY PARTNERSHIPS, INC.",All,Yes,No
42.47,-71.15,Grants for Updating Building Energy Codes,,Massachusetts,0,3600000,3600000,0,Other,"NORTHEAST ENERGY EFFICIENCY PARTNERSHIPS, INC.",All,Yes,No
42.5,-89,Blue Line Battery,Beloit,Wisconsin,0,0,0,0,Batteries,Blue Line Battery,All - Manufacturing,No,Yes
42.5,-83.5,Ascend Elements,Novi,Michigan,0,0,0,0,Batteries,Ascend Elements,All - Manufacturing,No,Yes
42.5,-71.09,Alsym Energy,Woburn,Massachusetts,0,0,0,0,Batteries,Alsym Energy,All - Manufacturing,No,Yes
42.5,-71.09,SES,Woburn,Massachusetts,0,0,0,0,Batteries,SES,All - Manufacturing,No,Yes
42.5,-83.09,Akasol (BorgWarner),Hazel Park,Michigan,11000000,0,11000000,0,Batteries,Akasol (BorgWarner),All - Manufacturing,No,Yes
42.5,-83.2,Dunamis Clean Energy Partners,Detroit,Michigan,0,0,0,0,Electric Vehicles,Dunamis Clean Energy Partners,All - Manufacturing,No,Yes
42.5,-83,General Motors,Warren,Michigan,81000000,0,81000000,0,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
42.5,-83,Stellantis,Warren,Michigan,98000000,0,98000000,0,Electric Vehicles,Stellantis,All - Manufacturing,No,Yes
42.5,-70.79,Port of Salem,Salem,Massachusetts,34000000,0,34000000,0,Offshore Wind,Port of Salem,All - Manufacturing,No,Yes
42.5,-83.4,Jing-Jin Electric North America,Farmington Hills,Michigan,17000000,0,17000000,100,Electric Vehicles,Jing-Jin Electric North America,All - Manufacturing,No,Yes
42.5,-83,Graphex Technologies LLC,Warren,Michigan,75000000,0,75000000,125,Batteries,Graphex Technologies LLC,All - Manufacturing,No,Yes
42.5,-71.09,Factorial Energy,Methuen,Massachusetts,45000000,0,45000000,166,Batteries,Factorial Energy,All - Manufacturing,No,Yes
42.5,-90.68,Battery and Critical Mineral Recycling - State and Local Programs,,Iowa,0,4041661,4041661,0,Batteries,DUBUQUE METROPOLITAN AREA SOLID WASTE AGENCY,All,Yes,No
42.53,-71.6,Electric Hydrogen,Devens,Massachusetts,545000000,0,545000000,0,Hydrogen,Electric Hydrogen,All - Manufacturing,No,Yes
42.54,-71.26,"Nuvera Fuel Cells, LLC",Bilerrica,Massachusetts,44000000,0,44000000,0,Hydrogen,"Nuvera Fuel Cells, LLC",All - Manufacturing,No,Yes
42.55,-70.88,Smart Grid Investment Matching Grants Program,,Massachusetts,0,10918827,10918827,0,Grid,HIGHLAND ELECTRIC FLEETS INC,All,Yes,No
42.55,-71.26,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,Massachusetts,0,29976242,29976242,0,Hydrogen,Nuvera Fuel Cells LLC,All - Manufacturing,Yes,No
42.6,-71.2,Largo Clean Energy,Wilmington,Massachusetts,0,0,0,0,Batteries,Largo Clean Energy,All - Manufacturing,No,Yes
42.6,-70.9,Nth Cycle,Beverly,Massachusetts,0,0,0,0,Batteries,Nth Cycle,All - Manufacturing,No,Yes
42.6,-71.2,Largo Clean Energy,Wilmington,Massachusetts,4000000,0,4000000,0,Batteries,Largo Clean Energy,All - Manufacturing,No,Yes
42.6,-83,Stellantis,Sterling Heights,Michigan,236000000,0,236000000,0,Electric Vehicles,Stellantis,All - Manufacturing,No,Yes
42.6,-73.7,Port of Albany,Albany,New York,40000000,0,40000000,0,Offshore Wind,Port of Albany,All - Manufacturing,No,Yes
42.6,-87.79,Siemens (Sanmina),Kenosha,Wisconsin,0,0,0,0,Solar,Siemens (Sanmina),All - Manufacturing,No,Yes
42.6,-73.7,"Marmen Welcon, Smulders",Albany,New York,604000000,0,604000000,550,Offshore Wind,"Marmen Welcon, Smulders",All - Manufacturing,No,Yes
42.6,-84.9,Shyft,Charlotte,Michigan,16000000,0,16000000,680,Electric Vehicles,Shyft,All - Manufacturing,No,Yes
42.62,-73.86,Advanced Industrial Facilities Deployment Program,,Indiana,0,67314320,67314320,0,Other,"REAL ALLOY RECYCLING, LLC.",All - Manufacturing,Yes,No
42.62,-73.86,Renewable Energy Systems,,New York,0,1550393274,1550393274,0,Hydrogen,Plug Power Energy Loan Borrower LLC,All - Manufacturing,Yes,No
42.64,-83.29,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,Michigan,0,29999999,29999999,0,Hydrogen,GENERAL MOTORS LLC,All - Manufacturing,Yes,No
42.64,-84.64,State Manufacturing Leadership,,Michigan,0,1999400,1999400,0,Other,Michigan Strategic Fund,All - Manufacturing,Yes,No
42.64,-83.29,Energy Efficiency and Conservation Block Grant Program,,Michigan,0,434190,434190,0,Other,COUNTY OF OAKLAND,All,Yes,No
42.65,-73.76,Energy Efficiency and Conservation Block Grant Program,,New York,0,3351520,3351520,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,New York,0,4399100,4399100,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,Grants for Updating Building Energy Codes,,New York,0,3000000,3000000,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,IRA Section 50121 Home Energy Whole House Rebates,,New York,0,159021883,159021883,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,IRA Section 50122A High Efficiency Rebate Program States,,New York,0,158415850,158415850,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,IRA Section 50131b Building Energy Code,,New York,0,19082560,19082560,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,IRA Section 50131c Zero Energy Code,,New York,0,19082560,19082560,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,IRA Section 50131c Zero Energy Code,,New York,0,6000000,6000000,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,State Energy Program Grants,,New York,0,17323790,17323790,0,Other,NEW YORK STATE ENERGY RESEARCH & DEVELOPMENT AUTHORITY,All,Yes,No
42.65,-73.76,Weatherization Assistance Program,,New York,0,86076166,86076166,0,Other,NYS DIVISION HOUSING & COMM RENEWAL,All,Yes,No
42.65,-73.76,Weatherization Assistance Program,,New York,0,289714086,289714086,0,Other,NYS DIVISION HOUSING & COMM RENEWAL,All,Yes,No
42.69,-71.13,Battery Manufacturing and Recycling Grants,,Massachusetts,0,50000000,50000000,0,Batteries,6K INC.,All - Manufacturing,Yes,No
42.7,-87.9,Foxconn,Mount Pleasant,Wisconsin,0,0,0,0,Batteries,Foxconn,All - Manufacturing,No,Yes
42.7,-86.09,Enchem,,Michigan,0,0,0,0,Batteries,Enchem,All - Manufacturing,No,Yes
42.7,-71.09,6K Energy,North Andover,Massachusetts,25000000,0,25000000,0,Batteries,6K Energy,All - Manufacturing,No,Yes
42.7,-71.4,Onsemi,Hudson,New Hampshire,0,0,0,0,Electric Vehicles,Onsemi,All - Manufacturing,No,Yes
42.7,-83.2,General Motors,Auburn Hills,Michigan,130000000,0,130000000,0,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
42.7,-71.4,Endurans Solar,Nashua,New Hampshire,0,0,0,0,Solar,Endurans Solar,All - Manufacturing,No,Yes
42.7,-83.29,General Motors,Pontiac,Michigan,40000000,0,40000000,20,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
42.7,-84.59,General Motors,Lansing,Michigan,500000000,0,500000000,50,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
42.7,-86.09,LT Precision,Holland,Michigan,43000000,0,43000000,70,Electric Vehicles,LT Precision,All - Manufacturing,No,Yes
42.7,-73.9,Jupiter Bach,Rotterdam,New York,0,0,0,100,Land-Based Wind,Jupiter Bach,All - Manufacturing,No,Yes
42.7,-83.2,American Battery Solutions,Lake Orion,Michigan,7000000,0,7000000,115,Batteries,American Battery Solutions,All - Manufacturing,No,Yes
42.7,-83.29,Flo,Auburn Hills,Michigan,3000000,0,3000000,133,Electric Vehicles,Flo,All - Manufacturing,No,Yes
42.7,-83,Magna,Shelby Charter Township,Michigan,96000000,0,96000000,159,Electric Vehicles,Magna,All - Manufacturing,No,Yes
42.7,-83.29,Dana Thermal Products,Auburn Hills,Michigan,54000000,0,54000000,200,Electric Vehicles,Dana Thermal Products,All - Manufacturing,No,Yes
42.7,-83.29,Samsung SDI,Auburn Hills,Michigan,41000000,0,41000000,368,Batteries,Samsung SDI,All - Manufacturing,No,Yes
42.7,-83.4,Lear Corp,Clarkston,Michigan,80000000,0,80000000,421,Electric Vehicles,Lear Corp,All - Manufacturing,No,Yes
42.7,-83.2,Piston Automotive,Auburn Hills,Michigan,85000000,0,85000000,900,Electric Vehicles,Piston Automotive,All - Manufacturing,No,Yes
42.7,-83.29,General Motors,Orion Township,Michigan,4000000000,0,4000000000,2350,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
42.71,-84.43,IRA Section 50143 Domestic Manufacturing Grants,,Michigan,0,22653072,22653072,0,Electric Vehicles,MICHIGAN DEPARTMENT OF LABOR AND ECONOMIC OPPORTUNITY,All - Manufacturing,Yes,No
42.71,-84.43,IRA Section 50152 Interstate Transmission Grants,,Michigan,0,35751540,35751540,0,Grid,MICHIGAN DEPARTMENT OF LABOR AND ECONOMIC OPPORTUNITY,All,Yes,No
42.73,-84.54,IRA Section 50143 Domestic Manufacturing Grants,,Michigan,0,500000000,500000000,0,Electric Vehicles,GENERAL MOTORS LLC,All - Manufacturing,Yes,No
42.73,-84.54,Battery and Critical Mineral Recycling - State and Local Programs,,Michigan,0,2000000,2000000,0,Batteries,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY",All,Yes,No
42.73,-84.54,State Manufacturing Leadership,,Michigan,0,2000000,2000000,0,Other,Michigan Strategic Fund,All - Manufacturing,Yes,No
42.73,-84.48,Building Training and Assessment Centers,,Michigan,0,900000,900000,0,Other,MICHIGAN STATE UNIVERSITY,All,Yes,No
42.73,-84.54,Energy Efficiency and Conservation Block Grant Program,,Michigan,0,2795370,2795370,0,Other,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY",All,Yes,No
42.73,-84.54,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Michigan,0,13327440,13327440,0,Other,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY",All,Yes,No
42.73,-84.54,IRA Section 50121 Home Energy Whole House Rebates,,Michigan,0,105696321,105696321,0,Other,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY",All,Yes,No
42.73,-84.54,IRA Section 50122A High Efficiency Rebate Program States,,Michigan,0,105291160,105291160,0,Other,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY",All,Yes,No
42.73,-84.54,IRA Section 50131b Building Energy Code,,Michigan,0,13814971,13814971,0,Other,"LICENSING AND REGULATORY AFFAIRS, DEPARTMENT OF",All,Yes,No
42.73,-84.54,IRA Section 50131c Zero Energy Code,,Michigan,0,13814971,13814971,0,Other,"LICENSING AND REGULATORY AFFAIRS, DEPARTMENT OF",All,Yes,No
42.73,-84.54,IRA Section 50131c Zero Energy Code,,Michigan,0,20000000,20000000,0,Other,"LICENSING AND REGULATORY AFFAIRS, DEPARTMENT OF",All,Yes,No
42.73,-84.54,State Energy Program Grants,,Michigan,0,11360420,11360420,0,Other,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY",All,Yes,No
42.73,-84.54,Weatherization Assistance Program,,Michigan,0,183184905,183184905,0,Other,MICHIGAN HEALTH AND HUMAN SERVICES,All,Yes,No
42.74,-73.73,Plug Power,Slingerlands,New York,0,0,0,1600,Hydrogen,Plug Power,All - Manufacturing,No,Yes
42.75,-71.46,Energy Efficiency and Conservation Block Grant Program,,New Hampshire,0,144610,144610,0,Other,CITY OF NASHUA,All,Yes,No
42.76,-84.89,Smart Grid Investment Matching Grants Program,,Michigan,0,29302948,29302948,0,Grid,VEIR INC,All,Yes,No
42.78,-86.09,Natron Energy,Holland,Michigan,40000000,0,40000000,0,Batteries,Natron Energy,All - Manufacturing,No,Yes
42.78,-86.09,LG Energy Solution,Holland,Michigan,3000000000,0,3000000000,0,Batteries,LG Energy Solution,All - Manufacturing,No,Yes
42.78,-74,Livingston Energy Group,Rotterdam,New York,0,0,0,0,Electric Vehicles,Livingston Energy Group,All - Manufacturing,No,Yes
42.78,-70.9,Munters,Amesbury,Massachusetts,40000000,0,40000000,0,Heat Pumps & Clean HVAC,Munters,All - Manufacturing,No,Yes
42.78,-86.09,ATC Drivetrain,Holland,Michigan,8000000,0,8000000,163,Batteries,ATC Drivetrain,All - Manufacturing,No,Yes
42.78,-86.09,LG Energy Solution,Holland,Michigan,1700000000,0,1700000000,1200,Batteries,LG Energy Solution,All - Manufacturing,No,Yes
42.78,-83.23,1706 Energy Infrastructure Reinvestment,,Wisconsin,0,2500000000,2500000000,0,Other,WISCONSIN ELECTRIC POWER CO,All,Yes,No
42.78,-83.23,Advanced Technology Vehicles Manufacturing Loans,,Michigan,0,0,0,0,Batteries,"AMERICAN BATTERY SOLUTIONS, INC.",All - Manufacturing,Yes,No
42.79,-73.9,GE Vernova,Schenectady,New York,50000000,0,50000000,200,Land-Based Wind,GE Vernova,All - Manufacturing,No,Yes
42.8,-73.92,Four Regional Clean Direct Air Capture Hubs,,New York,0,2553973,2553973,0,Fossil,GE VERNOVA OPERATIONS LLC,All,Yes,No
42.82,-83.26,Advanced Energy Manufacturing and Recycling Grant,,Michigan,0,5077449,5077449,0,Other,"RG RESOURCE TECHNOLOGIES, INC.",All - Manufacturing,Yes,No
42.88,-78.87,Battery and Critical Mineral Recycling - State and Local Programs,,New York,0,2375262,2375262,0,Batteries,"ERIE, COUNTY OF",All,Yes,No
42.88,-87.89,Energy Efficiency and Conservation Block Grant Program,,Wisconsin,0,76280,76280,0,Other,"OAK CREEK, CITY OF",All,Yes,No
42.88,-78.87,Energy Efficiency and Conservation Block Grant Program,,New York,0,293740,293740,0,Other,CITY OF BUFFALO,All,Yes,No
42.89,-78.79,Viridi Parente,Buffalo,New York,0,0,0,0,Batteries,Viridi Parente,All - Manufacturing,No,Yes
42.89,-82.5,ZF,Marysville,Michigan,158000000,0,158000000,0,Electric Vehicles,ZF,All - Manufacturing,No,Yes
42.89,-78.79,Viridi Parente,Buffalo,New York,6000000,0,6000000,30,Batteries,Viridi Parente,All - Manufacturing,No,Yes
42.89,-85.59,Trane,Grand Rapids,Michigan,0,0,0,50,Heat Pumps & Clean HVAC,Trane,All - Manufacturing,No,Yes
42.89,-85.7,Benteler Automotive,Wyoming,Michigan,105000000,0,105000000,170,Electric Vehicles,Benteler Automotive,All - Manufacturing,No,Yes
42.89,-82.5,Magna,St. Clair,Michigan,70000000,0,70000000,304,Electric Vehicles,Magna,All - Manufacturing,No,Yes
42.89,-82.5,Magna,St. Clair,Michigan,427000000,0,427000000,920,Electric Vehicles,Magna,All - Manufacturing,No,Yes
42.93,-114.71,Hydroelectric Production Incentives,,Idaho,0,106119,106119,0,Hydroelectric,"AJMS, LLC",All,Yes,No
42.96,-85.66,Energy Efficiency and Conservation Block Grant Program,,Michigan,0,326600,326600,0,Other,KENT COUNTY,All,Yes,No
42.96,-85.66,Energy Efficiency and Conservation Block Grant Program,,Michigan,0,235280,235280,0,Other,CITY OF GRAND RAPIDS,All,Yes,No
42.98,-90.65,Industrial Research and Assessment Centers,,Wisconsin,0,2992119,2992119,0,Other,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,All - Manufacturing,Yes,No
43,-88,COnovate,Wauwatosa,Wisconsin,0,0,0,0,Batteries,COnovate,All - Manufacturing,No,Yes
43,-71.5,Nanoscale Components,Bedford,New Hampshire,0,0,0,0,Batteries,Nanoscale Components,All - Manufacturing,No,Yes
43,-87.9,Materion,Milwaukee,Wisconsin,6000000,0,6000000,0,Batteries,Materion,All - Manufacturing,No,Yes
43,-77.7,EV Charge Solutions,Rush,New York,0,0,0,0,Electric Vehicles,EV Charge Solutions,All - Manufacturing,No,Yes
43,-78.9,General Motors,Buffalo,New York,300000000,0,300000000,0,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
43,-87.9,Johnson Controls,Milwaukee,Wisconsin,15000000,0,15000000,0,Heat Pumps & Clean HVAC,Johnson Controls,All - Manufacturing,No,Yes
43,-88,Ingeteam,Milwaukee,Wisconsin,0,0,0,100,Electric Vehicles,Ingeteam,All - Manufacturing,No,Yes
43,-83.7,NanoGraf,Flint,Michigan,175000000,0,175000000,150,Batteries,NanoGraf,All - Manufacturing,No,Yes
43.01,-83.69,Battery Manufacturing and Recycling Grants,,Michigan,0,60000000,60000000,0,Batteries,NANOGRAF CORPORATION,All - Manufacturing,Yes,No
43.01,-83.69,Energy Efficiency and Conservation Block Grant Program,,Michigan,0,283080,283080,0,Other,"Genesee, County Of",All,Yes,No
43.04,-89.4,IRA Section 50152 Interstate Transmission Grants,,Wisconsin,0,3005458,3005458,0,Grid,Public Service Commission of Wisconsin,All,Yes,No
43.04,-89.4,Smart Grid Investment Matching Grants Program,,Wisconsin,0,50000000,50000000,0,Grid,WISCONSIN POWER AND LIGHT COMPANY,All,Yes,No
43.04,-76.14,IRA Section 30001 Defense Production Act,,New York,0,5005252,5005252,0,Heat Pumps & Clean HVAC,BITZER SCROLL INC,All - Manufacturing,Yes,No
43.04,-89.4,Battery and Critical Mineral Recycling - State and Local Programs,,Wisconsin,0,1558615,1558615,0,Batteries,WISCONSIN DEPARTMENT OF NATURAL RESOURCES,All,Yes,No
43.04,-76.14,Building Training and Assessment Centers,,New York,0,900000,900000,0,Other,SYRACUSE UNIVERSITY,All,Yes,No
43.04,-89.4,Energy Efficiency and Conservation Block Grant Program,,Wisconsin,0,266890,266890,0,Other,County of Dane,All,Yes,No
43.04,-89.4,Energy Efficiency and Conservation Block Grant Program,,Wisconsin,0,2330720,2330720,0,Other,Public Service Commission of Wisconsin,All,Yes,No
43.04,-89.4,Energy Efficiency and Conservation Block Grant Program,,Wisconsin,0,291340,291340,0,Other,"Madison, City of",All,Yes,No
43.04,-89.4,Energy Improvement in Rural and Remote Areas,,Wisconsin,0,9777127,9777127,0,Other,STATE OF WISCONSIN DEPT OF ADMIN,All,Yes,No
43.04,-89.4,Grants for Updating Building Energy Codes,,Wisconsin,0,3973000,3973000,0,Other,SLIPSTREAM GROUP INC,All,Yes,No
43.04,-89.4,Grants for Updating Building Energy Codes,,Michigan,0,2814917,2814917,0,Other,SLIPSTREAM GROUP INC,All,Yes,No
43.04,-89.4,IRA Section 50121 Home Energy Whole House Rebates,,Wisconsin,0,74756512,74756512,0,Other,Public Service Commission of Wisconsin,All,Yes,No
43.04,-89.4,IRA Section 50122A High Efficiency Rebate Program States,,Wisconsin,0,74470200,74470200,0,Other,Public Service Commission of Wisconsin,All,Yes,No
43.04,-89.4,IRA Section 50131b Building Energy Code,,Wisconsin,0,16108243,16108243,0,Other,"SAFETY & PROFESSIONAL SERVICES, WISCONSIN DEPT OF",All,Yes,No
43.04,-89.4,IRA Section 50131c Zero Energy Code,,Wisconsin,0,16108243,16108243,0,Other,"SAFETY & PROFESSIONAL SERVICES, WISCONSIN DEPT OF",All,Yes,No
43.04,-89.4,State Energy Program Grants,,Wisconsin,0,7880570,7880570,0,Other,Public Service Commission of Wisconsin,All,Yes,No
43.04,-89.4,Weatherization Assistance Program,,Wisconsin,0,95010515,95010515,0,Other,STATE OF WISCONSIN DEPT OF ADMIN,All,Yes,No
43.05,-87.95,Building Training and Assessment Centers,,Wisconsin,0,900000,900000,0,Other,UNIVERSITY OF WISCONSIN SYSTEM,All,Yes,No
43.05,-87.95,Energy Efficiency and Conservation Block Grant Program,,Wisconsin,0,522370,522370,0,Other,CITY OF MILWAUKEE,All,Yes,No
43.1,-107.3,BWXT,,Wyoming,0,0,0,0,Nuclear,BWXT,All - Manufacturing,No,Yes
43.1,-77.59,EV Charge Solutions,Chili,New York,0,0,0,15,Electric Vehicles,EV Charge Solutions,All - Manufacturing,No,Yes
43.1,-86.2,Concept Metals Group,Spring Lake,Michigan,16000000,0,16000000,25,Electric Vehicles,Concept Metals Group,All - Manufacturing,No,Yes
43.1,-85.29,Extruded Aluminum Corporation (Array Technologies),Belding,Michigan,35000000,0,35000000,38,Solar,Extruded Aluminum Corporation (Array Technologies),All - Manufacturing,No,Yes
43.1,-88.34,Battery and Critical Mineral Recycling - Retailers as Collection Points,,Wisconsin,0,7028640,7028640,0,Batteries,"Batteries Plus, LLC",All,Yes,No
43.15,-89.19,Energy Efficiency and Conservation Block Grant Program,,Wisconsin,0,76190,76190,0,Other,CITY OF SUN PRAIRIE,All,Yes,No
43.16,-77.61,Advanced Technology Vehicles Manufacturing Loans,,New York,0,0,0,0,Batteries,Li-Cycle U.S. Inc.,All - Manufacturing,Yes,No
43.16,-77.61,Advanced Fossil Energy Technology,,Colorado,0,162351240,162351240,0,Other,"LongPath Development Company, LLC",All - Manufacturing,Yes,No
43.16,-77.61,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,New York,0,4969022,4969022,0,Hydrogen,IONOMR INNOVATIONS INC,All - Manufacturing,Yes,No
43.16,-77.61,Clean Hydrogen Electrolysis Program,,New York,0,6104550,6104550,0,Hydrogen,IONOMR INNOVATIONS INC,All,Yes,No
43.16,-77.61,Advanced Technology Vehicles Manufacturing Loans,,Delaware,0,445060458,445060458,0,Batteries,Li-Cycle U.S. Inc.,All - Manufacturing,Yes,No
43.17,-77.62,Plug Power,Rochester,New York,125000000,0,125000000,380,Hydrogen,Plug Power,All - Manufacturing,No,Yes
43.2,-77.59,Li-Metal,Rochester,New York,0,0,0,0,Batteries,Li-Metal,All - Manufacturing,No,Yes
43.2,-77.7,General Motors,Rochester,New York,56000000,0,56000000,0,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
43.2,-86.29,Mitra Chem,Muskegon,Michigan,125000000,0,125000000,150,Batteries,Mitra Chem,All - Manufacturing,No,Yes
43.2,-78.7,General Motors,Lockport,New York,154000000,0,154000000,230,Electric Vehicles,General Motors,All - Manufacturing,No,Yes
43.2,-71.53,Energy Efficiency and Conservation Block Grant Program,,New Hampshire,0,1641260,1641260,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.2,-71.53,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,New Hampshire,0,831100,831100,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.2,-71.53,IRA Section 50121 Home Energy Whole House Rebates,,New Hampshire,0,284000,284000,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.2,-71.53,IRA Section 50122A High Efficiency Rebate Program States,,New Hampshire,0,34749580,34749580,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.2,-71.53,IRA Section 50123 State Based Contractor Training,,New Hampshire,0,1259230,1259230,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.2,-71.53,IRA Section 50131b Building Energy Code,,New Hampshire,0,4108940,4108940,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.2,-71.53,State Energy Program Grants,,New Hampshire,0,3581770,3581770,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.2,-71.53,Weatherization Assistance Program,,New Hampshire,0,18184438,18184438,0,Other,Executive Office Of The State Of New Hampshire,All,Yes,No
43.23,-86.24,Battery Manufacturing and Recycling Grants,,Michigan,0,100000000,100000000,0,Batteries,"MITRA FUTURE TECHNOLOGIES, INC.",All - Manufacturing,Yes,No
43.3,-91.79,Energy Efficiency and Conservation Block Grant Program,,Iowa,0,1100000,1100000,0,Other,CITY OF DECORAH,All,Yes,No
43.36,-91.22,Long Duration Demonstration Joint Initiative,,Iowa,0,28091769,28091769,0,Grid,DAIRYLAND POWER COOPERATIVE,All,Yes,No
43.39,-84.09,Corning,Thomas Township,Michigan,900000000,0,900000000,1151,Solar,Corning,All - Manufacturing,No,Yes
43.45,-76.5,Hydroelectric Efficiency Improvement Incentives,,New York,0,1334252,1334252,0,Hydroelectric,"OSWEGO, CITY OF",All,Yes,No
43.49,-112.03,Hydroelectric Efficiency Improvement Incentives,,California,0,163704,163704,0,Hydroelectric,KERN & TULE HYDRO LLC,All,Yes,No
43.49,-112.03,Hydroelectric Efficiency Improvement Incentives,,Idaho,0,57720,57720,0,Hydroelectric,"Marsh Valley Development, Inc.",All,Yes,No
43.49,-112.03,Hydroelectric Production Incentives,,Colorado,0,404321,404321,0,Hydroelectric,GRAND VALLEY HYDROPOWER LLC,All,Yes,No
43.49,-112.03,Hydroelectric Production Incentives,,Colorado,0,226408,226408,0,Hydroelectric,DROP 5 HYDRO LLC,All,Yes,No
43.49,-112.03,Hydroelectric Production Incentives,,Idaho,0,210344,210344,0,Hydroelectric,MC6 HYDRO LLC,All,Yes,No
43.49,-112.03,Hydroelectric Production Incentives,,Idaho,0,88903,88903,0,Hydroelectric,NORTH GOODING MAIN HYDRO LLC,All,Yes,No
43.49,-112.03,Hydroelectric Production Incentives,,Colorado,0,517079,517079,0,Hydroelectric,SHAVANO FALLS HYDRO LLC,All,Yes,No
43.49,-112.03,Hydroelectric Production Incentives,,Colorado,0,273163,273163,0,Hydroelectric,SHAVANO FALLS HYDRO LLC,All,Yes,No
43.49,-112.03,Hydroelectric Production Incentives,,Idaho,0,129216,129216,0,Hydroelectric,ST ANTHONY HYDRO LLC,All,Yes,No
43.49,-112.03,Maintaining and Enhancing Hydroelectricity Incentives,,California,0,798562,798562,0,Hydroelectric,KERN & TULE HYDRO LLC,All,Yes,No
43.49,-112.03,Maintaining and Enhancing Hydroelectricity Incentives,,Idaho,0,122475,122475,0,Hydroelectric,WOOD HYDRO LLC,All,Yes,No
43.5,-96.5,Marmen Energy,Brandon,South Dakota,0,0,0,50,Land-Based Wind,Marmen Energy,All - Manufacturing,No,Yes
43.53,-89.29,Energy Storage Demonstration Pilot Grant Program,,Wisconsin,0,30700000,30700000,0,Grid,WISCONSIN POWER AND LIGHT COMPANY,All,Yes,No
43.56,-100.74,Grants for EE and RE Improvements at Public School Facilities,,South Dakota,0,14155000,14155000,0,Other,WHITE RIVER SCHOOL DISTRICT 47-1,All,Yes,No
43.59,-83.88,Advanced Technology Vehicles Manufacturing Loans,,Michigan,0,481535216,481535216,0,Electric Vehicles,"SK SILTRON CSS, LLC",All - Manufacturing,Yes,No
43.6,-84.2,Freudenberg e-Power Systems,Midland,Michigan,100000000,0,100000000,0,Batteries,Freudenberg e-Power Systems,All - Manufacturing,No,Yes
43.6,-93.4,Heliox (Design Ready Controls),Albert Lea,Minnesota,0,0,0,30,Electric Vehicles,Heliox (Design Ready Controls),All - Manufacturing,No,Yes
43.6,-89.5,Wisconsin Battery Company,Portage,Wisconsin,0,0,0,75,Batteries,Wisconsin Battery Company,All - Manufacturing,No,Yes
43.61,-116.39,Energy Efficiency and Conservation Block Grant Program,,Idaho,0,162570,162570,0,Other,CITY OF MERIDIAN,All,Yes,No
43.61,-116.23,Energy Efficiency and Conservation Block Grant Program,,Idaho,0,1742300,1742300,0,Other,EXECUTIVE OFFICE OF THE STATE OF IDAHO,All,Yes,No
